r0879	1.97.1.-	C18808	C11149
r0879	1.97.1.-	C18808	C19212
r0879	1.97.1.-	C18808	C20123
r0879	1.97.1.-	C11150	C11149
r0879	1.97.1.-	C11150	C19212
r0879	1.97.1.-	C11150	C20123
r0880	1.97.1.-	C11149	C18588
r0880	1.97.1.-	C11149	C01812
r0880	1.97.1.-	C11149	C06108
r0880	1.97.1.-	C11149	C06755
r0880	1.97.1.-	C19212	C18588
r0880	1.97.1.-	C19212	C01812
r0880	1.97.1.-	C19212	C06108
r0880	1.97.1.-	C19212	C06755
r0880	1.97.1.-	C20123	C18588
r0880	1.97.1.-	C20123	C01812
r0880	1.97.1.-	C20123	C06108
r0880	1.97.1.-	C20123	C06755
r0881	1.97.1.-	C18588	C12554
r0881	1.97.1.-	C18588	C00033
r0881	1.97.1.-	C01812	C12554
r0881	1.97.1.-	C01812	C00033
r0881	1.97.1.-	C06108	C12554
r0881	1.97.1.-	C06108	C00033
r0881	1.97.1.-	C06755	C12554
r0881	1.97.1.-	C06755	C00033
r1028	3.8.1.3	C18588	C00160
r1028	3.8.1.3	C18588	C03547
r1028	3.8.1.3	C01812	C00160	R02336
r1028	3.8.1.3	C01812	C03547
r1028	3.8.1.3	C06108	C00160	R02857
r1028	3.8.1.3	C06108	C03547
r1028	3.8.1.3	C06755	C00160	R05287
r1028	3.8.1.3	C06755	C03547
r0882	4.1.1.-	C18808	C14708
r0882	4.1.1.-	C18808	C13827
r0882	4.1.1.-	C18808	C14707
r0882	4.1.1.-	C18808	C13383
r0882	4.1.1.-	C18808	C14692
r0882	4.1.1.-	C18808	C19361
r0882	4.1.1.-	C11150	C14708
r0882	4.1.1.-	C11150	C13827
r0882	4.1.1.-	C11150	C14707
r0882	4.1.1.-	C11150	C13383
r0882	4.1.1.-	C11150	C14692
r0882	4.1.1.-	C11150	C19361
